problem,inst,time_CPU,choices,conflicts,backtracks,backjumps,restarts,jumps,atoms,rules,bodies,equivalences,variables,eliminated,frozen,constraints,nHornClauses,nDualHornClauses,maxClauseSize,maxPositiveClauseSize,maxNegativeClauseSize,numVPosLitH,numVPosLit,numVNegLitH,numVNegLit,maxPosRSizeC,maxPosRSizeNC,numAtomOccC,numAtomOccNC,maxNumAtomOcc,maxNumPosOccA,maxNumNegOccA,dWidth,dEdges,dNodes,iWidth,iEdges,iNodes,rEdges0,rNodes0,rWidths0,rEdges1,rNodes1,rWidths1,rEdges2,rNodes2,rWidths2,rEdges3,rNodes3,rWidths3,rEdges4,rNodes4,rWidths4,rEdges5,rNodes5,rWidths5,rEdges6,rNodes6,rWidths6,rEdges7,rNodes7,rWidths7,rEdges8,rNodes8,rWidths8,rEdges9,rNodes9,rWidths9,problem_width
Labyrinth,0005-labyrinth-5-0.asp,0.0,6,3,0,3,0,3,629,1193,745,1109,767,0,211,2849,101,514,5,4,4,173,173,32,32,4,2,2156,781,14,14,5,,2716,1381,,2716,1381,2259,1381,,2716,1381,,2716,1381,,2716,1381,,2581,1381,,2716,1381,,2667,1381,,,,,,,,,,,
Nomystery,0005-nomystery-52-0.asp,20.97,177401,72007,0,72007,240,72007,9206,38092,22137,13383,21871,0,1107,88459,2838,30287,45,45,1,4266,4266,1519,1519,45,3,106537,4853,1242,1242,1,,109559,47026,,109559,47026,105279,47026,,104438,47026,,109233,47026,,109415,47026,,108317,47026,,108519,47026,,108557,47026,,106518,47026,,107519,47026,,105587,47026,,
RicochetRobots,0005-ricochetrobot-16-0.asp,14.125,59535,25214,0,25214,114,25214,9889,36282,32987,5860,32068,0,0,118660,7178,27344,5,5,1,7640,7616,5378,5378,5,3,113444,3424,3018,3018,16,,115740,43892,,115740,43892,103428,43892,,115330,43892,,115331,43892,,113834,43892,,112653,43892,,113407,43892,,115016,43892,,114863,43892,,114615,43892,,112104,43892,,
Solitaire,0005-solitaire-25-0.asp,0.141,3189,561,0,561,4,561,11341,32958,8641,11609,10564,0,0,36304,3491,1874,133,133,1,4225,4201,792,792,133,4,57202,4747,3324,3324,2,,58511,30116,,58511,30116,50730,30116,,56394,30116,,57967,30116,,57929,30116,,56581,30116,,56852,30116,,58476,30116,,58503,30116,,58503,30116,,58103,30116,,
Visit-all,0005-visitall-24-1.asp,0.72,23919,14893,5,14888,61,14888,2789,40166,4191,5463,2140,0,0,17344,1630,1518,3,3,1,598,598,598,598,2,3,77056,4678,92,88,4,,81618,42724,,81618,42724,81610,42724,,81559,42724,,81570,42724,,81586,42724,,81595,42724,,81597,42724,,81601,42724,,81614,42724,,81606,42724,,81559,42724,,5
GraphColouring,0006-graph_colouring-125-0.asp,5.13,128962,113158,0,113158,406,113158,3059,9237,1356,5837,731,0,0,6647,740,0,2,2,1,723,723,723,723,2,2,14756,2015,125,125,1,,15068,8891,,15068,8891,15041,8891,,15049,8891,,15055,8891,,15038,8891,,15056,8891,,15048,8891,,15050,8891,,15063,8891,,15052,8891,,14975,8891,,69
Labyrinth,0006-labyrinth-11-0.asp,0.3,379,191,0,191,1,191,12688,38713,31818,15819,36259,0,9081,134668,2220,28496,5,4,4,5709,5709,799,799,4,3,96785,15661,101,101,11,,111175,48860,,111175,48860,110861,48860,,111097,48860,,105560,48860,,103306,48860,,110780,48860,,109092,48860,,111161,48860,,107382,48860,,106865,48860,,103980,48860,,
Solitaire,0006-solitaire-25-0.asp,0.141,1019,328,0,328,2,328,11347,32965,8641,11610,10851,0,0,37815,3491,1874,133,133,1,4231,4206,793,793,133,4,57291,4655,3321,3321,2,,58505,30113,,58505,30113,51130,30113,,55850,30113,,57680,30113,,55508,30113,,57647,30113,,58156,30113,,58429,30113,,58427,30113,,58385,30113,,58376,30113,,
GraphColouring,0007-graph_colouring-125-0.asp,0.58,8146,6834,0,6834,37,6834,2997,9033,1356,6916,736,0,0,6552,740,0,2,2,1,726,726,726,726,2,2,14578,1847,125,125,1,,14784,8749,,14784,8749,14761,8749,,14768,8749,,14772,8749,,14763,8749,,14754,8749,,14775,8749,,14749,8749,,14770,8749,,14766,8749,,14701,8749,,66
Labyrinth,0007-labyrinth-11-0.asp,0.63,3552,652,0,652,5,652,12645,38539,31777,15871,36126,0,9062,134166,2220,28455,5,4,4,5663,5663,798,798,4,3,96380,15699,101,101,11,,110846,48719,,110846,48719,92820,48719,,110783,48719,,110239,48719,,110808,48719,,102954,48719,,103332,48719,,110752,48719,,108834,48719,,110323,48719,,108417,48719,,
RicochetRobots,0007-ricochetrobot-16-0.asp,7.734,50324,21113,7,21106,118,21106,9889,36282,32987,5860,32068,0,0,118660,7178,27344,5,5,1,7640,7616,5378,5378,5,3,113444,3424,3018,3018,16,,115740,43892,,115740,43892,102482,43892,,115153,43892,,111336,43892,,114394,43892,,114203,43892,,114237,43892,,115178,43892,,115223,43892,,115733,43892,,112602,43892,,
Solitaire,0007-solitaire-26-0.asp,0.141,2357,179,0,179,2,179,11805,34295,8994,12105,11290,0,0,39401,3635,1952,133,133,1,4407,4381,826,826,133,4,59670,4770,3454,3454,2,,60866,31325,,60866,31325,53709,31325,,57332,31325,,59374,31325,,59990,31325,,60489,31325,,60002,31325,,60238,31325,,60858,31325,,60810,31325,,59962,31325,,
GraphColouring,0008-graph_colouring-125-0.asp,2.77,71682,62251,0,62251,253,62251,3065,9229,1356,7028,730,0,0,6557,740,0,2,2,1,720,720,720,720,2,2,14614,2135,125,125,1,,15040,8877,,15040,8877,15033,8877,,15017,8877,,15035,8877,,15011,8877,,15029,8877,,15026,8877,,15021,8877,,15013,8877,,15026,8877,,14945,8877,,70
Labyrinth,0008-labyrinth-11-0.asp,3.87,56996,7217,25,7192,30,7192,12656,38590,31800,15891,36143,0,9073,134259,2220,28478,5,4,4,5671,5671,799,799,4,3,96501,15703,101,101,11,,110963,48765,,110963,48765,93466,48765,,102703,48765,,110003,48765,,109845,48765,,99180,48765,,110682,48765,,110806,48765,,110423,48765,,110913,48765,,107791,48765,,
Solitaire,0008-solitaire-26-0.asp,0.281,8986,1130,0,1130,9,1130,11799,34288,8994,12070,11029,0,0,37947,3635,1952,133,133,1,4401,4376,825,825,133,4,59581,4862,3457,3457,2,,60872,31328,,60872,31328,51996,31328,,58685,31328,,57213,31328,,60726,31328,,60857,31328,,60864,31328,,60363,31328,,60745,31328,,60813,31328,,60674,31328,,
Visit-all,0008-visitall-24-1.asp,0.61,20170,12300,3,12297,58,12297,2789,40166,4191,5463,2140,0,0,17344,1630,1518,3,3,1,598,598,598,598,2,3,77056,4678,92,88,4,,81618,42724,,81618,42724,81555,42724,,81582,42724,,81575,42724,,81606,42724,,81584,42724,,81583,42724,,81608,42724,,81616,42724,,81586,42724,,81573,42724,,5
GraphColouring,0009-graph_colouring-125-0.asp,3.89,99447,87003,0,87003,317,87003,3057,9203,1356,5823,732,0,0,6557,740,0,2,2,1,720,720,720,720,2,2,14604,2101,125,125,1,,15004,8859,,15004,8859,14981,8859,,14990,8859,,14965,8859,,14994,8859,,14979,8859,,14978,8859,,14987,8859,,14992,8859,,14995,8859,,14921,8859,,68
Labyrinth,0009-labyrinth-11-0.asp,0.67,2116,626,0,626,5,626,12624,38423,31682,15873,36003,0,9029,133698,2220,28360,5,4,4,5647,5647,798,798,4,3,96045,15693,101,101,11,,110511,48594,,110511,48594,107691,48594,,100041,48594,,106851,48594,,101961,48594,,105724,48594,,110306,48594,,110511,48594,,107909,48594,,107898,48594,,106130,48594,,
Nomystery,0009-nomystery-63-0.asp,34.75,603219,72147,0,72147,220,72147,16246,66052,38287,30256,37199,0,1894,151434,4585,52997,65,65,1,6649,6649,2171,2171,65,3,184935,8487,2114,2114,1,,190288,81955,155,190288,81955,176820,81955,,187239,81955,,187532,81955,,189737,81955,,190280,81955,,189059,81955,,189779,81955,,189101,81955,,190286,81955,,183437,81955,,
RicochetRobots,0009-ricochetrobot-16-0.asp,12.516,57771,22957,1,22956,91,22956,10650,39449,35955,6100,35400,0,0,131136,7806,29828,5,5,1,8332,8306,5866,5866,5,3,123742,3557,3292,3292,16,,126162,47800,,126162,47800,121030,47800,,117069,47800,,122361,47800,,124239,47800,,126114,47800,,125320,47800,,124151,47800,,124952,47800,,124289,47800,,122715,47800,,
Solitaire,0009-solitaire-26-0.asp,0.094,2484,196,0,196,2,196,11805,34295,8994,12071,11316,0,0,39458,3635,1952,133,133,1,4407,4381,826,826,133,4,59670,4770,3454,3454,2,,60866,31325,,60866,31325,53188,31325,,58748,31325,,59896,31325,,59709,31325,,60512,31325,,60866,31325,,60797,31325,,60390,31325,,60023,31325,,58802,31325,,
Labyrinth,001-labyrinth-11-0.asp,0.781,4553,1151,2,1149,8,1149,12680,38668,31780,15845,36196,0,9073,134449,2220,28458,5,4,4,5692,5692,799,799,4,3,96630,15682,101,101,11,,111043,48811,,111043,48811,105964,48811,,102215,48811,,102183,48811,,105444,48811,,108552,48811,,107794,48811,,110796,48811,,110839,48811,,111043,48811,,105600,48811,,
CarSequencing,001.benchmark1_17classes.dlv.dat.lp,471.906,17161576,8385268,0,8385268,15331,8385268,2319,1604,1282,439,1462,0,1462,645,103,533,87,87,86,1462,1462,1462,1462,87,2,19896,1492,636,636,2,,18244,3372,,18244,3372,9402,3372,,13418,3372,,17423,3372,,17978,3372,69,17550,3372,,17832,3372,,18153,3372,70,18089,3372,69,18211,3372,,18089,3372,68,
CarSequencing,001.benchmark1_18classes.dlv.dat.lp,482.094,16471017,7227777,0,7227777,12153,7227777,2466,1653,1319,457,1584,0,1584,666,106,546,89,89,88,1584,1584,1584,1584,89,2,21497,1533,652,652,2,,19633,3542,,19633,3542,5849,3542,,18127,3542,70,18336,3542,,19364,3542,77,19633,3542,,19292,3542,,19423,3542,71,19507,3542,,19633,3542,,19507,3542,,
GraphColouring,0010-graph_colouring-125-0.asp,0.03,920,704,0,704,6,704,2967,8938,1356,5659,740,0,0,6561,740,0,2,2,1,728,728,728,728,2,2,14470,1795,125,125,1,,14654,8684,,14654,8684,14652,8684,,14621,8684,,14625,8684,,14627,8684,,14626,8684,,14637,8684,,14643,8684,,14640,8684,,14649,8684,,14567,8684,,67
Labyrinth,0010-labyrinth-13-0.asp,0.98,894,492,4,488,2,488,21237,66774,55255,25708,63119,0,15927,234866,3624,50045,5,4,4,9759,9759,1295,1295,4,3,168842,26321,145,145,13,,193374,84434,,193374,84434,189844,84434,,185418,84434,,191283,84434,,187997,84434,,193344,84434,,193334,84434,,189839,84434,,173020,84434,,193330,84434,,188710,84434,,
Solitaire,0010-solitaire-27-0.asp,0.297,3201,1297,0,1297,9,1297,12263,35625,9347,12566,11755,0,0,41044,3779,2030,133,133,1,4583,4556,859,859,133,4,62049,4885,3587,3587,2,,63227,32537,,63227,32537,57556,32537,,54511,32537,,62401,32537,,62866,32537,,62850,32537,,62709,32537,,63085,32537,,63203,32537,,62842,32537,,63037,32537,,
Labyrinth,0011-labyrinth-12-0.asp,2.52,15132,2930,0,2930,19,2930,16543,51205,42311,20394,48223,0,12128,179245,2871,38107,5,4,4,7499,7499,1033,1033,4,3,128761,20553,123,123,12,,147827,64775,,147827,64775,147653,64775,,135234,64775,,126654,64775,,141022,64775,,147598,64775,,139992,64775,,146468,64775,,146979,64775,,145672,64775,,144774,64775,,
RicochetRobots,0011-ricochetrobot-16-0.asp,5.156,32995,9363,1,9362,45,9362,10650,39449,35955,6100,35400,0,0,131136,7806,29828,5,5,1,8332,8306,5866,5866,5,3,123742,3557,3292,3292,16,,126162,47800,,126162,47800,115892,47800,,118548,47800,,123199,47800,,126144,47800,,125421,47800,,125046,47800,,125106,47800,,124651,47800,,123614,47800,,122909,47800,,
Solitaire,0011-solitaire-27-0.asp,0.156,2773,505,0,505,4,505,12257,35618,9347,12531,11494,0,0,39590,3779,2030,133,133,1,4577,4551,858,858,133,4,61960,4977,3590,3590,2,,63233,32540,,63233,32540,55574,32540,,61032,32540,,62039,32540,,62798,32540,,60429,32540,,61883,32540,,63157,32540,,63195,32540,,63203,32540,,62508,32540,,
Solitaire,0012-solitaire-27-0.asp,0.234,3065,1408,0,1408,11,1408,12263,35625,9347,12532,11781,0,0,41101,3779,2030,133,133,1,4583,4556,859,859,133,4,62049,4885,3587,3587,2,,63227,32537,,63227,32537,60236,32537,,55580,32537,,58763,32537,,61836,32537,,63178,32537,,62986,32537,,63170,32537,,63147,32537,,63179,32537,,63072,32537,,
GraphColouring,0013-graph_colouring-130-0.asp,1.68,45884,39561,0,39561,164,39561,3157,9503,1411,6012,757,0,0,6749,770,0,2,2,1,748,748,748,748,2,2,15000,2260,130,130,1,,15514,9169,,15514,9169,15492,9169,,15485,9169,,15484,9169,,15497,9169,,15490,9169,,15496,9169,,15498,9169,,15499,9169,,15489,9169,,15429,9169,,71
Labyrinth,0013-labyrinth-11-0.asp,3.38,37877,6460,3,6457,30,6457,12676,38623,31728,15895,36102,0,9049,134118,2220,28406,5,4,4,5676,5676,799,799,4,3,96444,15702,101,101,11,1096,110875,48758,,110875,48758,97669,48758,1150,93606,48758,1070,108474,48758,1439,110531,48758,1215,105714,48758,1128,110845,48758,1224,110821,48758,,109860,48758,1290,107846,48758,1249,108558,48758,1284,
RicochetRobots,0013-ricochetrobot-16-0.asp,152.125,278908,180456,0,180456,510,180456,9889,36282,32987,5860,32068,0,0,118660,7178,27344,5,5,1,7640,7616,5378,5378,5,3,113444,3424,3018,3018,16,273,115740,43892,,115740,43892,101371,43892,229,113286,43892,272,114945,43892,273,114791,43892,273,114076,43892,273,115380,43892,273,115380,43892,274,115069,43892,273,114480,43892,273,111969,43892,269,
Solitaire,0013-solitaire-28-0.asp,0.125,1487,224,0,224,2,224,12721,36955,9700,13027,12220,0,0,42687,3923,2108,133,133,1,4759,4731,892,892,133,4,64428,5000,3720,3720,2,129,65588,33749,,65588,33749,57486,33749,96,61640,33749,141,64476,33749,129,65282,33749,129,65456,33749,125,65580,33749,129,65526,33749,129,64376,33749,129,64764,33749,129,64212,33749,124,
Solitaire,0014-solitaire-28-0.asp,0.156,2918,279,0,279,2,279,12715,36948,9700,12992,11959,0,0,41233,3923,2108,133,133,1,4753,4726,891,891,133,4,64339,5092,3723,3723,2,129,65594,33752,,65594,33752,56785,33752,110,62979,33752,133,65297,33752,129,64907,33752,134,64506,33752,135,63114,33752,134,65018,33752,126,65578,33752,129,65594,33752,129,65194,33752,123,
Labyrinth,0015-labyrinth-11-0.asp,7.55,154047,12788,3,12785,58,12785,12634,38485,31730,15852,36073,0,9054,133961,2220,28408,5,4,4,5666,5666,799,799,4,3,96251,15673,101,101,11,1085,110693,48658,,110693,48658,98965,48658,1246,101461,48658,1152,110442,48658,1290,104262,48658,1375,110088,48658,1210,110484,48658,1089,110548,48658,1118,103128,48658,1292,110513,48658,1140,107725,48658,1303,
RicochetRobots,0015-ricochetrobot-16-0.asp,35.875,167325,98379,6,98373,913,98373,10650,39449,35955,6100,35400,0,0,131136,7806,29828,5,5,1,8332,8306,5866,5866,5,3,123742,3557,3292,3292,16,273,126162,47800,,126162,47800,110314,47800,228,124515,47800,,124076,47800,273,124501,47800,,125318,47800,,121783,47800,,125699,47800,,126104,47800,273,124830,47800,,123640,47800,,
Solitaire,0015-solitaire-28-0.asp,0.313,15205,1925,0,1925,12,1925,12721,36955,9700,12993,12246,0,0,42744,3923,2108,133,133,1,4759,4731,892,892,133,4,64428,5000,3720,3720,2,129,65588,33749,,65588,33749,55226,33749,86,64021,33749,146,62692,33749,146,65544,33749,129,64627,33749,148,64292,33749,138,65322,33749,139,65566,33749,122,65540,33749,129,65410,33749,119,
HanoiTower,0016-hanoi_tower-40-0.asp,6.484,91898,75713,9,75704,252,75704,23348,81307,58404,15258,14958,0,0,52654,10225,62097,3,3,1,6317,6317,460,460,3,3,209064,24163,47092,47092,21,,231096,101654,,231096,101654,216021,101654,,224025,101654,,229457,101654,,229320,101654,,227224,101654,,229385,101654,,225959,101654,,230441,101654,,230495,101654,,226391,101654,,
Labyrinth,0016-labyrinth-12-0.asp,0.65,2859,630,6,624,6,624,16572,51362,42426,20410,48351,0,12164,179756,2871,38222,5,4,4,7528,7528,1033,1033,4,3,129212,20549,123,123,12,,148262,64937,,148262,64937,140402,64937,,130061,64937,,148166,64937,,148147,64937,,146850,64937,,137438,64937,,145617,64937,,144532,64937,,147874,64937,,144764,64937,,
Solitaire,0016-solitaire-29-0.asp,0.531,26794,4668,0,4668,27,4668,13179,38285,10053,13488,12685,0,0,44330,4067,2186,133,133,1,4935,4906,925,925,133,4,66807,5115,3853,3853,2,129,67949,34961,,67949,34961,60460,34961,115,64781,34961,122,63274,34961,139,67257,34961,147,67770,34961,139,67893,34961,129,67891,34961,129,67713,34961,145,67877,34961,129,66337,34961,142,
RicochetRobots,0017-ricochetrobot-16-0.asp,12.828,58884,23299,0,23299,93,23299,10650,39449,35955,6100,35400,0,0,131136,7806,29828,5,5,1,8332,8306,5866,5866,5,3,123742,3557,3292,3292,16,,126162,47800,,126162,47800,114418,47800,272,119555,47800,269,125841,47800,,124383,47800,,124365,47800,,125213,47800,,124285,47800,,124971,47800,,124792,47800,,123588,47800,,
Solitaire,0017-solitaire-29-0.asp,2.328,136462,20600,2,20598,76,20598,13173,38278,10053,13453,12424,0,0,42876,4067,2186,133,133,1,4929,4901,924,924,133,4,66718,5207,3856,3856,2,129,67955,34964,,67955,34964,55414,34964,116,64593,34964,126,67152,34964,147,67757,34964,122,67730,34964,118,67866,34964,123,67922,34964,129,67867,34964,129,67293,34964,123,67740,34964,118,
Labyrinth,0018-labyrinth-11-0.asp,2.04,13573,3443,0,3443,21,3443,12670,38643,31804,15882,36173,0,9077,134381,2220,28482,5,4,4,5682,5682,799,799,4,3,96609,15695,101,101,11,1103,111049,48804,,111049,48804,88917,48804,989,106152,48804,1176,109409,48804,1059,106868,48804,,108790,48804,1284,110409,48804,,110999,48804,1286,109714,48804,1227,110143,48804,1206,108541,48804,1118,
Solitaire,0018-solitaire-29-0.asp,0.203,3298,1460,0,1460,9,1460,13179,38285,10053,13454,12711,0,0,44387,4067,2186,133,133,1,4935,4906,925,925,133,4,66807,5115,3853,3853,2,129,67949,34961,,67949,34961,60573,34961,122,60875,34961,132,67595,34961,129,67731,34961,122,66422,34961,123,67757,34961,119,67608,34961,116,67919,34961,125,67933,34961,129,66664,34961,122,
GraphColouring,0019-graph_colouring-130-0.asp,1.3,37727,32686,0,32686,126,32686,3201,9672,1411,6106,766,0,0,6985,770,0,2,2,1,753,753,753,753,2,2,15428,2126,130,130,1,407,15764,9294,,15764,9294,15729,9294,407,15753,9294,407,15754,9294,407,15746,9294,407,15737,9294,412,15749,9294,408,15745,9294,413,15758,9294,410,15758,9294,412,15672,9294,406,69
Labyrinth,0019-labyrinth-11-0.asp,0.99,4553,1151,2,1149,8,1149,12680,38668,31780,15845,36196,0,9073,134449,2220,28458,5,4,4,5692,5692,799,799,4,3,96630,15682,101,101,11,1115,111043,48811,,111043,48811,105964,48811,1218,102215,48811,1138,102183,48811,1119,105444,48811,1183,108552,48811,1183,107794,48811,1284,110796,48811,1172,110839,48811,1209,111043,48811,1115,105600,48811,1204,
RicochetRobots,0019-ricochetrobot-16-0.asp,3.922,30673,8684,0,8684,45,8684,10650,39449,35955,6100,35400,0,0,131136,7806,29828,5,5,1,8332,8306,5866,5866,5,3,123742,3557,3292,3292,16,273,126162,47800,,126162,47800,98648,47800,254,124043,47800,274,119579,47800,273,121877,47800,273,123667,47800,273,125456,47800,273,125520,47800,273,126148,47800,273,125489,47800,273,125014,47800,273,
Solitaire,0019-solitaire-30-0.asp,6.656,298050,49333,10,49323,149,49323,13637,39615,10406,13949,13150,0,0,45973,4211,2264,133,133,1,5111,5081,958,958,133,4,69186,5230,3986,3986,2,129,70310,36173,,70310,36173,57010,36173,121,66034,36173,145,69939,36173,144,70233,36173,129,70057,36173,123,70183,36173,127,70278,36173,129,70114,36173,142,70276,36173,116,69807,36173,130,
Labyrinth,002-labyrinth-11-0.asp,0.531,2116,626,0,626,5,626,12624,38423,31682,15873,36003,0,9029,133698,2220,28360,5,4,4,5647,5647,798,798,4,3,96045,15693,101,101,11,1122,110511,48594,,110511,48594,107691,48594,1079,100041,48594,1081,106851,48594,1171,101961,48594,1085,105724,48594,1233,110306,48594,1048,110511,48594,1122,107909,48594,1214,107898,48594,1197,106130,48594,,
Labyrinth,003-labyrinth-11-0.asp,16.797,339409,40746,19,40727,126,40727,12645,38531,31755,15855,36116,0,9057,134122,2220,28433,5,4,4,5667,5667,799,799,4,3,96342,15693,101,101,11,1070,110798,48703,,110798,48703,97674,48703,1181,109833,48703,1245,110556,48703,1080,110075,48703,,100558,48703,1241,109185,48703,1258,109233,48703,1078,105092,48703,,110638,48703,1166,106910,48703,,
Labyrinth,004-labyrinth-11-0.asp,6.328,175846,14292,2,14290,61,14290,12642,38515,31746,15814,36129,0,9058,134131,2220,28424,5,4,4,5680,5680,799,799,4,3,96331,15661,101,101,11,,110757,48688,,110757,48688,109637,48688,,108325,48688,,92320,48688,,107903,48688,,109137,48688,,108696,48688,,110027,48688,,108345,48688,,110454,48688,,107720,48688,,
Labyrinth,005-labyrinth-11-0.asp,3.781,55486,9988,0,9988,44,9988,12670,38632,31786,15895,36147,0,9067,134289,2220,28464,5,4,4,5677,5677,799,799,4,3,96555,15699,101,101,11,,110997,48789,,110997,48789,86835,48789,,106057,48789,,109522,48789,,108910,48789,,110975,48789,,110359,48789,,104644,48789,,110961,48789,,110078,48789,,108997,48789,,
RicochetRobots,005-ricochetrobot-13-0.asp,16.15,72627,27699,0,27699,123,27699,10650,39449,35955,6100,35400,0,0,131136,7806,29828,5,5,1,8332,8306,5866,5866,5,3,123742,3557,3292,3292,16,,126162,47800,,126162,47800,109023,47800,,120324,47800,,125760,47800,,124352,47800,,124756,47800,,123891,47800,,124650,47800,,125244,47800,,126160,47800,,123644,47800,,
Labyrinth,006-labyrinth-11-0.asp,3.797,85509,8707,1,8706,36,8706,12600,38298,31606,15835,35928,0,9002,133373,2220,28284,5,4,4,5632,5632,794,794,4,3,95731,15679,101,101,11,,110197,48473,,110197,48473,108233,48473,,99720,48473,,110122,48473,,107683,48473,,105996,48473,,108156,48473,,107140,48473,,100600,48473,,107601,48473,,108104,48473,,
RicochetRobots,006-ricochetrobot-14-0.asp,66.25,166489,85422,1,85421,254,85421,11411,42616,38923,6340,38732,0,0,143612,8434,32312,5,5,1,9024,8996,6354,6354,5,3,134040,3690,3566,3566,16,,136584,51708,,136584,51708,125128,51708,,127109,51708,,133816,51708,,135610,51708,,134028,51708,,135197,51708,,135450,51708,,136507,51708,,135625,51708,,134204,51708,,
Labyrinth,007-labyrinth-11-0.asp,0.469,3552,652,0,652,5,652,12645,38539,31777,15871,36126,0,9062,134166,2220,28455,5,4,4,5663,5663,798,798,4,3,96380,15699,101,101,11,,110846,48719,,110846,48719,92820,48719,,110783,48719,,110239,48719,,110808,48719,,102954,48719,,103332,48719,,110752,48719,,108834,48719,,110323,48719,,108417,48719,,
Labyrinth,008-labyrinth-11-0.asp,5.984,154047,12788,3,12785,58,12785,12634,38485,31730,15852,36073,0,9054,133961,2220,28408,5,4,4,5666,5666,799,799,4,3,96251,15673,101,101,11,,110693,48658,,110693,48658,98965,48658,,101461,48658,,110442,48658,,104262,48658,,110088,48658,,110484,48658,,110548,48658,,103128,48658,,110513,48658,,107725,48658,,
Labyrinth,009-labyrinth-11-0.asp,31.875,713476,63564,1,63563,189,63563,12643,38504,31707,15891,36039,0,9050,133865,2220,28385,5,4,4,5656,5656,798,798,4,3,96222,15697,101,101,11,,110676,48662,,110676,48662,96965,48662,,97910,48662,,109292,48662,,110277,48662,,107398,48662,,105061,48662,,110074,48662,,109544,48662,,110253,48662,,108631,48662,,
32-StableMarriage,01-stable_marriage-0-0.asp,0.0,54,39,2,37,0,37,411,24278,2767,899,110,0,0,2466,20100,3878,3,3,1,10,10,10,10,2,3,400,51834,3978,3978,100,,52034,24290,73,52034,24290,52034,24290,,52034,24290,,52034,24290,,52034,24290,,52034,24290,,52034,24290,,52034,24290,,52034,24290,,52034,24290,,52034,24290,,
