problem,inst,time_CPU,choices,conflicts,backtracks,backjumps,restarts,jumps,atoms,rules,bodies,equivalences,variables,eliminated,frozen,constraints,nHornClauses,nDualHornClauses,maxClauseSize,maxPositiveClauseSize,maxNegativeClauseSize,numVPosLitH,numVPosLit,numVNegLitH,numVNegLit,maxPosRSizeC,maxPosRSizeNC,numAtomOccC,numAtomOccNC,maxNumAtomOcc,maxNumPosOccA,maxNumNegOccA,dWidth,dEdges,dNodes,iWidth,iEdges,iNodes,rEdges0,rNodes0,rWidths0,rEdges1,rNodes1,rWidths1,rEdges2,rNodes2,rWidths2,rEdges3,rNodes3,rWidths3,rEdges4,rNodes4,rWidths4,rEdges5,rNodes5,rWidths5,rEdges6,rNodes6,rWidths6,rEdges7,rNodes7,rWidths7,rEdges8,rNodes8,rWidths8,rEdges9,rNodes9,rWidths9,problem_width
WeightBoundedDominatingSetSuite,rand_200_800_1159728969_9.gph,1.109,64677,40895,0,40895,164,40895,3321,4545,1723,5813,1682,0,240,5380,200,334,201,201,2,555,339,339,339,201,2,3452,2636,201,201,1,,3300,1606,,3300,1606,1463,1606,,3079,1606,,3147,1606,,3258,1606,,3300,1606,,3280,1606,,3289,1606,,3298,1606,,3297,1606,,3292,1606,,84
WeightBoundedDominatingSet,rand_200_800_1159728969_9.lp,2.141,111526,73337,0,73337,253,73337,3321,4545,1723,5813,1682,0,240,5380,200,334,201,201,2,555,200,339,200,201,2,3452,2636,201,201,1,,3300,1606,,3300,1606,1500,1606,,2989,1606,,3193,1606,,3260,1606,,3284,1606,,3293,1606,,3300,1606,,3300,1606,,3293,1606,,3291,1606,,84
GraphPartitioning,rand_20_100_1235851242_0_k=3_v=15_e=25_sat.gph,0.0,360,221,0,221,2,221,1087,2387,1496,918,2225,0,1020,7778,146,1249,101,101,19,443,60,140,57,101,2,5225,483,109,109,19,,5163,1895,,5163,1895,2877,1895,,5163,1895,,5163,1895,,4682,1895,,4969,1895,,5075,1895,,5123,1895,,4861,1895,,5131,1895,,5014,1895,,12
GraphPartitioning,rand_21_150_1235870252_0_k=6_v=5_e=25_sat.gph,0.031,89,2,0,2,0,2,3216,7880,7093,1428,8949,0,4422,29691,303,6369,151,151,20,2529,126,273,120,151,2,23919,743,195,195,20,,23781,9293,,23781,9293,22344,9293,,23550,9293,,23300,9293,,23345,9293,,23779,9293,,23305,9293,,22847,9293,,22653,9293,,23027,9293,,21425,9293,,16
GraphPartitioning,rand_24_250_1235873539_0_k=6_v=9_e=25_sat.gph,0.063,1068,267,3,264,2,264,5161,12609,11398,2252,14706,0,7176,48525,342,10575,251,251,23,4068,144,312,138,251,2,38625,1152,219,219,23,,38457,15083,,38457,15083,31292,15083,,35235,15083,,37093,15083,,37179,15083,,37747,15083,,37253,15083,,37390,15083,,37471,15083,,37265,15083,,36713,15083,,21
GraphPartitioning,rand_25_300_1235843609_0_k=5_v=7_e=40_sat.gph,0.047,992,191,1,190,2,190,4563,11107,9716,2618,12400,0,6370,41410,295,9070,301,301,24,3280,125,275,120,301,2,33005,1332,195,195,24,,32855,12732,,32855,12732,24596,12732,,32849,12732,,32845,12732,,31335,12732,,32849,12732,,32091,12732,,32355,12732,,29702,12732,,32233,12732,,29636,12732,,25
GraphPartitioning,rand_30_300_1235855358_0_k=6_v=6_e=30_sat.gph,0.063,109,3,0,3,0,3,6201,15167,13708,2700,17670,0,8634,58905,420,12687,301,301,29,4896,180,390,174,301,2,47049,1370,267,267,29,,46821,18113,,46821,18113,44086,18113,,45313,18113,,45261,18113,,46195,18113,,46263,18113,,43649,18113,,46819,18113,,46531,18113,,45303,18113,,42715,18113,,24
ConnectedDominatingSet,rand_40_200_1235844018_0_k=5_sat.gph,0.031,2749,2565,7,2558,37,2558,767,1812,563,924,1034,0,480,3919,121,401,41,41,39,120,40,119,39,41,1,3221,445,81,81,39,,3185,1087,,3185,1087,2119,1087,,3000,1087,,3096,1087,,3062,1087,,3124,1087,,3108,1087,,3183,1087,,3141,1087,,3149,1087,,3146,1087,,22
ConnectedDominatingSet,rand_45_250_1235855661_0_k=5_sat.gph,0.0,119,82,2,80,1,80,917,2197,683,1139,1224,0,590,4749,136,501,46,46,44,135,45,134,44,46,1,3986,550,91,91,44,,3945,1322,,3945,1322,2768,1322,,3771,1322,,3849,1322,,3830,1322,,3945,1322,,3905,1322,,3901,1322,,3675,1322,,3882,1322,,3873,1322,,26
ConnectedDominatingSet,rand_50_250_1235336870_0_k=8_sat.gph,0.031,1454,1211,5,1206,17,1206,1058,2422,675,1126,1613,0,572,5980,151,473,51,51,49,150,50,149,49,51,1,4136,541,101,101,49,,4090,1301,,4090,1301,2436,1301,,3852,1301,,3998,1301,,3959,1301,,4024,1301,,3914,1301,,4004,1301,,4090,1301,,4053,1301,,4001,1301,,25
ConnectedDominatingSet,rand_50_250_1235842610_0_k=7_sat.gph,0.359,8672,7898,4,7894,73,7894,1029,2376,683,1134,1518,0,580,5731,151,481,51,51,49,150,50,149,49,51,1,4176,545,101,101,49,,4130,1317,,4130,1317,2510,1317,,3758,1317,,3998,1317,,4111,1317,,4089,1317,,4036,1317,,4079,1317,,4130,1317,,4088,1317,,4043,1317,,25
ConnectedDominatingSet,rand_55_250_1235855873_0_k=8_sat.gph,0.234,4437,3917,0,3917,28,3917,1137,2607,723,1169,1776,0,610,6692,166,501,56,56,54,165,55,164,54,56,1,4591,560,111,111,54,,4540,1392,,4540,1392,2636,1392,,4280,1392,,4364,1392,,4381,1392,,4461,1392,,4492,1392,,4425,1392,,4520,1392,,4511,1392,,4487,1392,,28
ConnectedDominatingSet,rand_60_400_1235843083_0_k=7_sat.gph,0.313,5039,4540,0,4540,29,4540,1459,3536,1043,1784,2078,0,920,8156,181,801,61,61,59,180,60,179,59,61,1,6431,865,121,121,59,,6375,2027,,6375,2027,3989,2027,,6114,2027,,6015,2027,,6239,2027,,6262,2027,,6285,2027,,6227,2027,,6291,2027,,6316,2027,,6296,2027,,36
ConnectedDominatingSet,rand_65_500_1235857888_0_k=6_sat.gph,6.219,114403,108599,4,108595,637,108595,1669,4141,1263,2199,2244,0,1130,9150,196,1001,66,66,64,195,65,194,64,66,1,7796,1070,131,131,64,,7735,2462,,7735,2462,5101,2462,,7318,2462,,7432,2462,,7577,2462,,7482,2462,,7587,2462,,7653,2462,,7735,2462,,7735,2462,,7539,2462,,41
ConnectedDominatingSet,rand_70_250_1235844252_0_k=13_sat.gph,1.719,32731,26661,3,26658,124,26658,1567,3422,783,1214,2906,0,640,10622,211,501,71,71,69,210,70,209,69,71,1,5686,575,141,141,69,,5620,1497,,5620,1497,2763,1497,,5205,1497,,5432,1497,,5428,1497,,5469,1497,,5569,1497,,5591,1497,,5574,1497,,5557,1497,,5545,1497,,25
TravellingSalesperson,rand_70_300_1155482584_11.lp,0.0,212,21,0,21,0,21,2524,4374,2047,3745,1379,0,1239,1875,209,956,601,601,1,809,600,209,0,601,2,6954,1855,455,455,1,,6036,2273,,6036,2273,4896,2273,,5192,2273,,5770,2273,,5951,2273,,5984,2273,,5802,2273,,5676,2273,,5632,2273,,5640,2273,,5660,2273,,32
TravellingSalesperson,rand_70_300_1155482584_12.lp,0.0,239,15,1,14,0,14,2524,4390,2074,3745,1401,0,1261,1924,209,879,601,601,1,809,600,209,0,601,2,6701,1855,356,356,1,,5783,2185,,5783,2185,3965,2185,,5595,2185,,5601,2185,,5467,2185,,5334,2185,,5729,2185,,5639,2185,,5585,2185,,5309,2185,,5421,2185,,30
TravellingSalesperson,rand_70_300_1155482584_14.lp,0.0,182,16,0,16,0,16,2524,4204,1888,3745,1401,0,1261,1738,209,879,601,601,1,809,600,209,0,601,2,6701,1855,356,356,1,,5783,2185,,5783,2185,3961,2185,,5511,2185,,5411,2185,,5368,2185,,5173,2185,,5589,2185,,5767,2185,,5671,2185,,5697,2185,,5513,2185,,32
TravellingSalesperson,rand_70_300_1155482584_3.lp,0.0,244,31,1,30,0,30,2524,4435,2117,3745,1397,0,1257,1963,209,884,601,601,1,809,600,209,0,601,2,6720,1855,365,365,1,,5802,2192,,5802,2192,4626,2192,,4914,2192,,5588,2192,,5452,2192,,5654,2192,,5752,2192,,5668,2192,,5725,2192,,5258,2192,,5202,2192,,32
TravellingSalesperson,rand_70_300_1155482584_4.lp,0.016,185,16,2,14,0,14,2524,4417,2099,3745,1397,0,1257,1945,209,884,601,601,1,809,600,209,0,601,2,6720,1855,365,365,1,,5802,2192,,5802,2192,4626,2192,,5080,2192,,5549,2192,,5668,2192,,5572,2192,,5482,2192,,5548,2192,,5394,2192,,5802,2192,,5120,2192,,31
TravellingSalesperson,rand_70_300_1155482584_5.lp,0.016,218,15,1,14,0,14,2524,4338,2018,3745,1393,0,1253,1860,209,893,601,601,1,809,600,209,0,601,2,6751,1855,378,378,1,,5833,2203,,5833,2203,4665,2203,,5023,2203,,5551,2203,,5763,2203,,5695,2203,,5747,2203,,5667,2203,,5468,2203,,5381,2203,,5199,2203,,34
TravellingSalesperson,rand_70_300_1155482584_7.lp,0.016,183,23,2,21,0,21,2524,4314,1998,3745,1401,0,1261,1848,209,879,601,601,1,809,600,209,0,601,2,6701,1855,356,356,1,,5783,2185,,5783,2185,4599,2185,,4979,2185,,5537,2185,,5623,2185,,5490,2185,,5427,2185,,5107,2185,,5423,2185,,5763,2185,,5693,2185,,32
TravellingSalesperson,rand_70_300_1155482584_8.lp,0.016,159,24,1,23,0,23,2524,4273,1956,3745,1399,0,1259,1804,209,881,601,601,1,809,600,209,0,601,2,6709,1855,360,360,1,,5791,2188,,5791,2188,4611,2188,,4985,2188,,5532,2188,,5511,2188,,5451,2188,,5477,2188,,5293,2188,,5547,2188,,5791,2188,,5525,2188,,34
TravelingSalespersonSuite,rand_70_300_1155482584_9.gph,0.016,1009,171,5,166,2,166,2685,3985,1804,3745,1561,0,1537,2553,70,732,301,301,1,970,970,70,70,301,2,5372,1855,211,211,1,,5054,2665,,5054,2665,3271,2665,,4852,2665,,4982,2665,,5031,2665,,4717,2665,,4891,2665,,5033,2665,,5008,2665,,5017,2665,,4939,2665,,32
TravellingSalesperson,rand_70_300_1155482584_9.lp,0.0,140,15,0,15,0,15,2524,4273,1955,3745,1397,0,1257,1801,209,884,601,601,1,809,600,209,0,601,2,6720,1855,365,365,1,,5802,2192,,5802,2192,4626,2192,,5073,2192,,5554,2192,,5562,2192,,5620,2192,,5558,2192,,5528,2192,,5618,2192,,5224,2192,,5554,2192,,32
TravellingSalesperson,rand_80_340_1159656267_0.lp,0.031,316,23,0,23,0,23,2864,4901,2273,4245,1587,0,1427,2099,239,1004,681,681,1,919,680,239,0,681,2,7620,2105,415,415,1,190,6582,2492,,6582,2492,4502,2492,133,6178,2492,167,6111,2492,152,6455,2492,177,6368,2492,171,6542,2492,183,6478,2492,182,6348,2492,176,6020,2492,160,6078,2492,163,35
TravellingSalesperson,rand_80_340_1159656267_10.lp,0.0,211,25,0,25,0,25,2864,4955,2324,4245,1581,0,1421,2144,239,1019,681,681,1,919,680,239,0,681,2,7671,2105,436,436,1,187,6633,2510,,6633,2510,5309,2510,150,5755,2510,181,6254,2510,164,6514,2510,175,6399,2510,177,6367,2510,181,6203,2510,160,5955,2510,147,6603,2510,185,6227,2510,167,35
TravellingSalesperson,rand_80_340_1159656267_11.lp,0.016,200,21,0,21,0,21,2864,4978,2344,4245,1575,0,1415,2158,239,1043,681,681,1,919,680,239,0,681,2,7749,2105,466,466,1,189,6711,2537,,6711,2537,5399,2537,146,5835,2537,172,6512,2537,175,6527,2537,169,6455,2537,162,6583,2537,186,6337,2537,175,6173,2537,153,6397,2537,170,6161,2537,157,36
TravelingSalespersonSuite,rand_80_340_1159656267_13.gph,0.031,5426,1246,1,1245,8,1245,3045,4649,2181,4245,1774,0,1752,3033,80,835,341,341,1,1100,1100,80,80,341,2,6095,2105,241,241,1,104,5737,3025,,5737,3025,3697,3025,49,5571,3025,100,5152,3025,81,5600,3025,98,5575,3025,102,5651,3025,103,5737,3025,104,5712,3025,107,5730,3025,104,5718,3025,113,34
TravellingSalesperson,rand_80_340_1159656267_13.lp,0.016,273,28,3,25,0,25,2864,5022,2388,4245,1575,0,1415,2202,239,1043,681,681,1,919,680,239,0,681,2,7749,2105,466,466,1,172,6711,2537,,6711,2537,5399,2537,140,5753,2537,162,6675,2537,179,6408,2537,163,6477,2537,167,6513,2537,169,6191,2537,150,6517,2537,166,6233,2537,154,6241,2537,166,34
TravellingSalesperson,rand_80_340_1159656267_15.lp,0.016,201,22,0,22,0,22,2864,4815,2184,4245,1581,0,1421,2004,239,1019,681,681,1,919,680,239,0,681,2,7671,2105,436,436,1,182,6633,2510,,6633,2510,5309,2510,147,5699,2510,168,6337,2510,161,6379,2510,171,6212,2510,161,6135,2510,150,6469,2510,172,6477,2510,181,6389,2510,179,6197,2510,158,37
TravellingSalesperson,rand_80_340_1159656267_16.lp,0.016,183,16,0,16,0,16,2864,4974,2344,4245,1583,0,1423,2166,239,1013,681,681,1,919,680,239,0,681,2,7651,2105,428,428,1,187,6613,2503,,6613,2503,5285,2503,146,5803,2503,173,6322,2503,190,6301,2503,169,6549,2503,173,6355,2503,170,6275,2503,166,6083,2503,149,6425,2503,172,5997,2503,143,37
TravellingSalesperson,rand_80_340_1159656267_17.lp,0.016,214,16,0,16,0,16,2864,4885,2254,4245,1581,0,1421,2074,239,1019,681,681,1,919,680,239,0,681,2,7671,2105,436,436,1,182,6633,2510,,6633,2510,5309,2510,136,5743,2510,183,6301,2510,176,6403,2510,169,6459,2510,172,6228,2510,163,6485,2510,174,6333,2510,167,6333,2510,167,6011,2510,145,36
TravellingSalesperson,rand_80_340_1159656267_18.lp,0.016,194,11,0,11,0,11,2864,4888,2259,4245,1585,0,1425,2083,239,1008,681,681,1,919,680,239,0,681,2,7634,2105,421,421,1,182,6596,2497,,6596,2497,5264,2497,148,5784,2497,181,6506,2497,189,6316,2497,165,6310,2497,178,6488,2497,183,6334,2497,174,6309,2497,166,6026,2497,155,5962,2497,148,35
TravellingSalesperson,rand_80_340_1159656267_4.lp,0.0,198,15,0,15,0,15,2864,4952,2322,4245,1583,0,1423,2144,239,1013,681,681,1,919,680,239,0,681,2,7651,2105,428,428,1,177,6613,2503,,6613,2503,5285,2503,136,5707,2503,155,6475,2503,167,6285,2503,163,6320,2503,165,6513,2503,181,6235,2503,153,6179,2503,156,6463,2503,169,5999,2503,144,34
TravellingSalesperson,rand_80_340_1159656267_6.lp,0.0,357,27,2,25,0,25,2864,5004,2378,4245,1591,0,1431,2208,239,999,681,681,1,919,680,239,0,681,2,7601,2105,406,406,1,172,6563,2485,,6563,2485,4479,2485,129,6146,2485,160,6441,2485,174,6510,2485,168,6385,2485,160,6173,2485,164,6237,2485,155,6069,2485,151,6363,2485,168,6071,2485,152,34
ConnectedDominatingSet,rand_80_500_1235848939_0_k=9_sat.gph,18.797,195309,181907,2,181905,536,181905,2023,4804,1323,2244,3138,0,1160,12573,241,1001,81,81,79,240,80,239,79,81,1,9041,1085,161,161,79,125,8965,2567,,8965,2567,5262,2567,105,8479,2567,116,8834,2567,123,8633,2567,124,8760,2567,123,8679,2567,123,8822,2567,124,8853,2567,124,8882,2567,123,8917,2567,124,47
ConnectedDominatingSet,rand_90_600_1235859689_0_k=10_sat.gph,0.844,17454,15760,5,15755,207,15755,2432,5792,1563,2674,3849,0,1380,15549,271,1201,91,91,89,270,90,269,89,91,1,10996,1295,181,181,89,139,10910,3037,,10910,3037,5987,3037,116,10465,3037,131,10471,3037,134,10660,3037,136,10634,3037,133,10746,3037,138,10605,3037,137,10910,3037,139,10856,3037,137,10910,3037,139,51
Solitaire,solitaire-asymmetric-time=24,0.047,829,276,0,276,2,276,7644,20502,7933,6416,7681,0,0,25175,4312,1796,77,77,2,3686,1752,1901,0,77,2,34668,930,5372,5372,8,132,33572,15743,,33572,15743,31058,15743,142,30741,15743,110,29309,15743,118,32997,15743,124,32971,15743,127,32175,15743,125,33266,15743,130,33248,15743,122,33225,15743,120,33088,15743,129,
Solitaire,solitaire-asymmetric-time=25,0.063,1593,590,0,590,5,590,7961,21367,8273,6662,8021,0,0,26307,4498,1874,77,77,2,3846,1828,1985,0,77,2,36164,933,5602,5602,8,128,34994,16405,,34994,16405,25468,16405,103,33576,16405,144,34583,16405,128,33723,16405,123,34345,16405,136,34382,16405,138,34285,16405,119,34909,16405,125,34850,16405,142,34515,16405,98,
Solitaire,solitaire-asymmetric-time=26,0.063,979,314,0,314,2,314,8278,22232,8613,6908,8361,0,0,27439,4684,1952,77,77,2,4006,1904,2069,0,77,2,37660,936,5832,5832,8,153,36416,17067,,36416,17067,27268,17067,103,35877,17067,129,36066,17067,140,34303,17067,120,35270,17067,125,35793,17067,130,35763,17067,130,36338,17067,130,35733,17067,133,36169,17067,128,
Solitaire,solitaire-asymmetric-time=27,0.063,584,37,0,37,0,37,8595,23097,8953,7154,8701,0,0,28571,4870,2030,77,77,2,4166,1980,2153,0,77,2,39156,939,6062,6062,8,143,37838,17729,,37838,17729,34343,17729,135,36929,17729,130,37086,17729,127,35912,17729,142,36276,17729,128,35310,17729,129,37614,17729,137,37548,17729,139,37336,17729,133,36448,17729,142,
Solitaire,solitaire-asymmetric-time=28,0.109,5899,1412,3,1409,10,1409,8912,23962,9293,7400,9041,0,0,29703,5056,2108,77,77,2,4326,2056,2237,0,77,2,40652,942,6292,6292,8,160,39260,18391,,39260,18391,27402,18391,99,38595,18391,128,38492,18391,136,37653,18391,142,38801,18391,131,38415,18391,102,39117,18391,153,39155,18391,137,38904,18391,134,38732,18391,99,
Solitaire,solitaire-asymmetric-time=29,0.344,11114,5718,0,5718,28,5718,9229,24827,9633,7646,9381,0,0,30835,5242,2186,77,77,2,4486,2132,2321,0,77,2,42148,945,6522,6522,8,139,40682,19053,,40682,19053,28559,19053,90,38500,19053,89,39304,19053,96,39577,19053,94,40166,19053,129,40383,19053,127,40074,19053,115,40397,19053,146,40450,19053,124,40303,19053,106,
Solitaire,solitaire-asymmetric-time=30,20.797,254610,188302,0,188302,510,188302,9546,25692,9973,7892,9721,0,0,31967,5428,2264,77,77,2,4646,2208,2405,0,77,2,43644,948,6752,6752,8,164,42104,19715,,42104,19715,34995,19715,90,35526,19715,90,39510,19715,89,41349,19715,124,41621,19715,110,41444,19715,114,41623,19715,141,41996,19715,140,41871,19715,130,41681,19715,109,
Solitaire,solitaire-center-time=24,0.047,474,109,0,109,1,109,7644,20502,7933,6425,7665,0,0,25117,4312,1796,77,77,2,3686,1752,1901,0,77,2,34668,930,5372,5372,8,132,33572,15743,,33572,15743,29577,15743,126,31905,15743,103,33272,15743,149,33280,15743,128,32915,15743,137,32924,15743,151,32601,15743,132,32815,15743,141,32450,15743,130,31992,15743,119,
Solitaire,solitaire-center-time=25,0.063,932,353,0,353,3,353,7961,21367,8273,6671,8005,0,0,26249,4498,1874,77,77,2,3846,1828,1985,0,77,2,36164,933,5602,5602,8,128,34994,16405,,34994,16405,31834,16405,123,34055,16405,133,30404,16405,97,34588,16405,127,34421,16405,113,33073,16405,108,34933,16405,137,34987,16405,160,34745,16405,131,32513,16405,136,
Solitaire,solitaire-center-time=26,0.141,4952,2355,0,2355,14,2355,8278,22232,8613,6917,8345,0,0,27381,4684,1952,77,77,2,4006,1904,2069,0,77,2,37660,936,5832,5832,8,153,36416,17067,,36416,17067,31155,17067,136,29140,17067,82,36302,17067,155,35153,17067,132,35992,17067,142,35496,17067,93,36239,17067,136,35962,17067,112,36043,17067,121,36059,17067,102,
Solitaire,solitaire-center-time=27,0.063,860,261,0,261,2,261,8595,23097,8953,7163,8685,0,0,28513,4870,2030,77,77,2,4166,1980,2153,0,77,2,39156,939,6062,6062,8,143,37838,17729,,37838,17729,31949,17729,121,36430,17729,131,33915,17729,116,36429,17729,131,37149,17729,117,37174,17729,136,37420,17729,120,37518,17729,133,37534,17729,128,36897,17729,131,
Solitaire,solitaire-center-time=28,0.094,1800,775,0,775,5,775,8912,23962,9293,7409,9025,0,0,29645,5056,2108,77,77,2,4326,2056,2237,0,77,2,40652,942,6292,6292,8,160,39260,18391,,39260,18391,30671,18391,96,36870,18391,129,38142,18391,121,37435,18391,143,38306,18391,132,38064,18391,119,38790,18391,122,39139,18391,155,38786,18391,124,39016,18391,128,
Solitaire,solitaire-center-time=29,1.031,29396,16756,0,16756,62,16756,9229,24827,9633,7655,9365,0,0,30777,5242,2186,77,77,2,4486,2132,2321,0,77,2,42148,945,6522,6522,8,139,40682,19053,,40682,19053,36260,19053,123,31765,19053,92,39544,19053,131,38971,19053,89,40397,19053,129,39710,19053,119,40275,19053,109,40270,19053,128,40464,19053,136,40517,19053,108,
Solitaire,solitaire-center-time=30,27.25,298561,224306,4,224302,556,224302,9546,25692,9973,7901,9705,0,0,31909,5428,2264,77,77,2,4646,2208,2405,0,77,2,43644,948,6752,6752,8,164,42104,19715,,42104,19715,34745,19715,95,34495,19715,102,41051,19715,131,41073,19715,126,41867,19715,138,41479,19715,129,41782,19715,140,41558,19715,101,41708,19715,123,41830,19715,105,
Solitaire,solitaire-edge-time=24,0.047,477,109,0,109,0,109,7641,20493,7933,6518,7576,0,0,24272,4312,1796,77,77,2,3681,1749,1899,0,77,2,34644,950,5370,5370,8,153,33568,15741,,33568,15741,31449,15741,122,29638,15741,103,32179,15741,143,31470,15741,126,33049,15741,141,33537,15741,141,33334,15741,153,33209,15741,143,33173,15741,136,32872,15741,131,
Solitaire,solitaire-edge-time=25,0.063,877,281,0,281,2,281,7958,21358,8273,6764,7916,0,0,25404,4498,1874,77,77,2,3841,1825,1983,0,77,2,36140,953,5600,5600,8,135,34990,16403,,34990,16403,31485,16403,109,32260,16403,103,31063,16403,114,34778,16403,138,32967,16403,118,34907,16403,151,34832,16403,133,34483,16403,133,34508,16403,129,34298,16403,131,
Solitaire,solitaire-edge-time=26,0.141,4248,1779,0,1779,12,1779,8275,22223,8613,7010,8256,0,0,26536,4684,1952,77,77,2,4001,1901,2067,0,77,2,37636,956,5830,5830,8,153,36412,17065,,36412,17065,28969,17065,92,34444,17065,119,35918,17065,126,35825,17065,144,32644,17065,103,35890,17065,132,36203,17065,129,36249,17065,147,36127,17065,121,35970,17065,94,
Solitaire,solitaire-edge-time=27,0.078,2146,763,0,763,5,763,8592,23088,8953,7256,8596,0,0,27668,4870,2030,77,77,2,4161,1977,2151,0,77,2,39132,959,6060,6060,8,151,37834,17727,,37834,17727,29174,17727,89,36770,17727,121,35071,17727,113,35720,17727,92,36979,17727,127,37381,17727,120,37563,17727,118,37758,17727,136,37652,17727,109,37540,17727,107,
Solitaire,solitaire-edge-time=28,0.625,18625,10422,0,10422,44,10422,8909,23953,9293,7502,8936,0,0,28800,5056,2108,77,77,2,4321,2053,2235,0,77,2,40628,962,6290,6290,8,143,39256,18389,,39256,18389,35609,18389,118,36457,18389,127,35490,18389,120,36229,18389,104,37600,18389,105,38505,18389,117,38632,18389,120,39052,18389,137,38910,18389,113,38797,18389,99,
Solitaire,solitaire-edge-time=29,2.766,63191,39726,0,39726,142,39726,9226,24818,9633,7748,9276,0,0,29932,5242,2186,77,77,2,4481,2129,2319,0,77,2,42124,965,6520,6520,8,147,40678,19051,,40678,19051,33352,19051,107,37689,19051,126,36111,19051,84,39887,19051,110,39855,19051,128,39977,19051,96,40531,19051,140,40450,19051,136,40349,19051,120,40362,19051,105,
Solitaire,solitaire-edge-time=30,133.141,852600,672557,3,672554,1555,672554,9543,25683,9973,7994,9616,0,0,31064,5428,2264,77,77,2,4641,2205,2403,0,77,2,43620,968,6750,6750,8,146,42100,19713,,42100,19713,34656,19713,88,35220,19713,97,40565,19713,97,42060,19713,149,41712,19713,120,41740,19713,120,41445,19713,134,41877,19713,131,41842,19713,133,41214,19713,99,
SolitaireBackward,solitare_backward_t12_p13.lp,0.031,295,132,0,132,1,132,5858,16569,4274,2014,6335,0,34,21732,1750,938,133,133,1,2145,2133,441,429,133,2,28703,1424,1610,1610,2,129,28458,14639,,28458,14639,25374,14639,74,25411,14639,121,28342,14639,129,28421,14639,129,28434,14639,129,28427,14639,129,28450,14639,129,28389,14639,129,27618,14639,129,27884,14639,123,
SolitaireBackward,solitare_backward_t19_p20.lp,0.219,4796,2451,2,2449,14,2449,9043,25851,6745,3085,9576,0,34,33303,2751,1484,133,133,1,3377,3358,679,660,133,2,45349,2229,2548,2548,2,129,44978,23116,,44978,23116,38114,23116,125,40598,23116,145,44557,23116,142,44642,23116,146,44931,23116,119,44928,23116,115,44930,23116,129,44834,23116,125,44921,23116,129,44558,23116,125,
SolitaireBackward,solitare_backward_t20_p21.lp,1.219,82124,11540,0,11540,45,11540,9490,27161,7098,3238,10015,0,34,34896,2894,1562,133,133,1,3553,3533,713,693,133,2,47727,2344,2682,2682,2,129,47338,24327,,47338,24327,42911,24327,116,42393,24327,130,45640,24327,146,46752,24327,145,46875,24327,144,47020,24327,118,47198,24327,119,47281,24327,129,46759,24327,121,47187,24327,116,
SolitaireBackward,solitare_backward_t24_p25.lp,7.75,412758,69404,0,69404,207,69404,11258,32361,8510,3850,11711,0,34,41118,3466,1874,133,133,1,4257,4233,849,825,133,2,57239,2804,3218,3218,2,129,56778,29171,,56778,29171,44610,29171,68,55648,29171,148,56412,29171,121,55221,29171,133,56714,29171,129,56678,29171,139,56636,29171,119,56769,29171,129,56362,29171,125,56609,29171,119,
